da8143d0fedbaf0c9191def30a363d1679682838	ANDROID: dm-bow: remove dm-bow	Documentation/device-mapper/dm-bow.txt
da8143d0fedbaf0c9191def30a363d1679682838	ANDROID: dm-bow: remove dm-bow	drivers/md/Kconfig
da8143d0fedbaf0c9191def30a363d1679682838	ANDROID: dm-bow: remove dm-bow	drivers/md/Makefile
da8143d0fedbaf0c9191def30a363d1679682838	ANDROID: dm-bow: remove dm-bow	drivers/md/dm-bow.c
dccd5d2cf7e263b6a59fbe382c15674dd99bc6b5	ANDROID: add VIDEO_V4L2_SUBDEV_API to the GKI_HIDDEN_MEDIA_CONFIGS	init/Kconfig.gki
e260bb27a67b9aa5d6040798a0ea8edb7a519bf0	ANDROID: Kconfig: break UAPI_HEADER_TEST dependency on CC_CAN_LINK	init/Kconfig
e5d7c84f81677495bfde6a9510f76d168e73565a	ANDROID: Reintroduce support for CONFIG_CMDLINE_EXTEND	arch/arm64/Kconfig
e5d7c84f81677495bfde6a9510f76d168e73565a	ANDROID: Reintroduce support for CONFIG_CMDLINE_EXTEND	arch/arm64/kernel/pi/idreg-override.c
e5d7c84f81677495bfde6a9510f76d168e73565a	ANDROID: Reintroduce support for CONFIG_CMDLINE_EXTEND	drivers/of/fdt.c
e5d7c84f81677495bfde6a9510f76d168e73565a	ANDROID: Reintroduce support for CONFIG_CMDLINE_EXTEND	include/linux/of_fdt.h
e8ac88bbf71ba8c59a0fde1034cc9fddb17f9441	ANDROID: vendor_hooks: FPSIMD save/restore by using vendor_hooks	arch/arm64/include/asm/processor.h
e8ac88bbf71ba8c59a0fde1034cc9fddb17f9441	ANDROID: vendor_hooks: FPSIMD save/restore by using vendor_hooks	arch/arm64/kernel/process.c
e8ac88bbf71ba8c59a0fde1034cc9fddb17f9441	ANDROID: vendor_hooks: FPSIMD save/restore by using vendor_hooks	drivers/android/vendor_hooks.c
e8ac88bbf71ba8c59a0fde1034cc9fddb17f9441	ANDROID: vendor_hooks: FPSIMD save/restore by using vendor_hooks	include/trace/hooks/fpsimd.h
eb5e5c1f626e74ce56890b491edb90a1d11a7ea7	ANDROID: gki_defconfig: Enable Tegra SoCs	drivers/amba/Kconfig
